observable,sintetico,base,Q,timestamp,AGLOMERADO,valor,frac
CBT,median,H,2017-11-15,2023-10-29 05:54:49.550101,14,264120.0,0.02
CB_EQUIV,mean,H,2017-11-15,2023-10-29 05:54:49.550101,14,2.758,0.02
CB_EQUIV,median,H,2017-11-15,2023-10-29 05:54:49.550101,14,2.5,0.02
Indigencia,mean,H,2017-11-15,2023-10-29 05:54:49.550101,14,0.0549,0.02
Indigencia,sum,H,2017-11-15,2023-10-29 05:54:49.550101,14,2550.0,0.02
P47T_hogar,mean,H,2017-11-15,2023-10-29 05:54:49.550101,14,517840.0,0.02
P47T_hogar,median,H,2017-11-15,2023-10-29 05:54:49.550101,14,437600.0,0.02
P47T_hogar,q10,H,2017-11-15,2023-10-29 05:54:49.550101,14,154530.0,0.02
P47T_hogar,q25,H,2017-11-15,2023-10-29 05:54:49.550101,14,276090.0,0.02
P47T_hogar,q75,H,2017-11-15,2023-10-29 05:54:49.550101,14,684840.0,0.02
P47T_hogar,q90,H,2017-11-15,2023-10-29 05:54:49.550101,14,975980.0,0.02
Pobreza,mean,H,2017-11-15,2023-10-29 05:54:49.550101,14,0.2443,0.02
Pobreza,sum,H,2017-11-15,2023-10-29 05:54:49.550101,14,11350.0,0.02
Total,mean,H,2017-11-15,2023-10-29 05:54:49.550101,14,1.0,0.02
Total,sum,H,2017-11-15,2023-10-29 05:54:49.550101,14,46450.0,0.02
gap_indigencia,mean,H,2017-11-15,2023-10-29 05:54:49.550101,14,399540.0,0.02
gap_indigencia,median,H,2017-11-15,2023-10-29 05:54:49.550101,14,331470.0,0.02
gap_pobreza,mean,H,2017-11-15,2023-10-29 05:54:49.550101,14,226450.0,0.02
gap_pobreza,median,H,2017-11-15,2023-10-29 05:54:49.550101,14,168430.0,0.02
CBA,mean,H,2018-02-15,2023-10-29 06:02:07.970381,14,119590.0,0.02
CBA,median,H,2018-02-15,2023-10-29 06:02:07.970381,14,107720.0,0.02
CBT,mean,H,2018-02-15,2023-10-29 06:02:07.970381,14,300160.0,0.02
CBT,median,H,2018-02-15,2023-10-29 06:02:07.970381,14,270370.0,0.02
CB_EQUIV,mean,H,2018-02-15,2023-10-29 06:02:07.970381,14,2.809,0.02
CB_EQUIV,median,H,2018-02-15,2023-10-29 06:02:07.970381,14,2.53,0.02
Indigencia,mean,H,2018-02-15,2023-10-29 06:02:07.970381,14,0.0532,0.02
Indigencia,sum,H,2018-02-15,2023-10-29 06:02:07.970381,14,2500.0,0.02
P47T_hogar,mean,H,2018-02-15,2023-10-29 06:02:07.970381,14,586300.0,0.02
P47T_hogar,median,H,2018-02-15,2023-10-29 06:02:07.970381,14,474540.0,0.02
P47T_hogar,q10,H,2018-02-15,2023-10-29 06:02:07.970381,14,151710.0,0.02
P47T_hogar,q25,H,2018-02-15,2023-10-29 06:02:07.970381,14,263670.0,0.02
P47T_hogar,q75,H,2018-02-15,2023-10-29 06:02:07.970381,14,766380.0,0.02
P47T_hogar,q90,H,2018-02-15,2023-10-29 06:02:07.970381,14,1118350.0,0.02
Pobreza,mean,H,2018-02-15,2023-10-29 06:02:07.970381,14,0.2447,0.02
Pobreza,sum,H,2018-02-15,2023-10-29 06:02:07.970381,14,11500.0,0.02
Total,mean,H,2018-02-15,2023-10-29 06:02:07.970381,14,1.0,0.02
Total,sum,H,2018-02-15,2023-10-29 06:02:07.970381,14,47000.0,0.02
gap_indigencia,mean,H,2018-02-15,2023-10-29 06:02:07.970381,14,466710.0,0.02
gap_indigencia,median,H,2018-02-15,2023-10-29 06:02:07.970381,14,359300.0,0.02
gap_pobreza,mean,H,2018-02-15,2023-10-29 06:02:07.970381,14,286140.0,0.02
gap_pobreza,median,H,2018-02-15,2023-10-29 06:02:07.970381,14,206475.0,0.02
CBA,mean,H,2018-05-15,2023-10-29 06:09:39.175795,14,118170.0,0.02
CBA,median,H,2018-05-15,2023-10-29 06:09:39.175795,14,106450.0,0.02
CBT,mean,H,2018-05-15,2023-10-29 06:09:39.175795,14,298540.0,0.02
CBT,median,H,2018-05-15,2023-10-29 06:09:39.175795,14,268920.0,0.02
CB_EQUIV,mean,H,2018-05-15,2023-10-29 06:09:39.175795,14,2.809,0.02
CB_EQUIV,median,H,2018-05-15,2023-10-29 06:09:39.175795,14,2.53,0.02
Indigencia,mean,H,2018-05-15,2023-10-29 06:09:39.175795,14,0.067,0.02
Indigencia,sum,H,2018-05-15,2023-10-29 06:09:39.175795,14,3150.0,0.02
P47T_hogar,mean,H,2018-05-15,2023-10-29 06:09:39.175795,14,524790.0,0.02
P47T_hogar,median,H,2018-05-15,2023-10-29 06:09:39.175795,14,407160.0,0.02
P47T_hogar,q10,H,2018-05-15,2023-10-29 06:09:39.175795,14,135210.0,0.02
P47T_hogar,q25,H,2018-05-15,2023-10-29 06:09:39.175795,14,246070.0,0.02
P47T_hogar,q75,H,2018-05-15,2023-10-29 06:09:39.175795,14,680140.0,0.02
P47T_hogar,q90,H,2018-05-15,2023-10-29 06:09:39.175795,14,960770.0,0.02
Pobreza,mean,H,2018-05-15,2023-10-29 06:09:39.175795,14,0.2585,0.02
Pobreza,sum,H,2018-05-15,2023-10-29 06:09:39.175795,14,12150.0,0.02
Total,mean,H,2018-05-15,2023-10-29 06:09:39.175795,14,1.0,0.02
Total,sum,H,2018-05-15,2023-10-29 06:09:39.175795,14,47000.0,0.02
gap_indigencia,mean,H,2018-05-15,2023-10-29 06:09:39.175795,14,406620.0,0.02
gap_indigencia,median,H,2018-05-15,2023-10-29 06:09:39.175795,14,298600.0,0.02
gap_pobreza,mean,H,2018-05-15,2023-10-29 06:09:39.175795,14,226250.0,0.02
gap_pobreza,median,H,2018-05-15,2023-10-29 06:09:39.175795,14,141455.0,0.02
CBA,mean,H,2018-08-15,2023-10-29 06:17:10.005651,14,120980.0,0.02
CBA,median,H,2018-08-15,2023-10-29 06:17:10.005651,14,108980.0,0.02
CBT,mean,H,2018-08-15,2023-10-29 06:17:10.005651,14,301240.0,0.02
CBT,median,H,2018-08-15,2023-10-29 06:17:10.005651,14,271350.0,0.02
CB_EQUIV,mean,H,2018-08-15,2023-10-29 06:17:10.005651,14,2.809,0.02
CB_EQUIV,median,H,2018-08-15,2023-10-29 06:17:10.005651,14,2.53,0.02
Indigencia,mean,H,2018-08-15,2023-10-29 06:17:10.005651,14,0.0787,0.02
Indigencia,sum,H,2018-08-15,2023-10-29 06:17:10.005651,14,3700.0,0.02
P47T_hogar,mean,H,2018-08-15,2023-10-29 06:17:10.005651,14,543740.0,0.02
P47T_hogar,median,H,2018-08-15,2023-10-29 06:17:10.005651,14,413780.0,0.02
P47T_hogar,q10,H,2018-08-15,2023-10-29 06:17:10.005651,14,126180.0,0.02
P47T_hogar,q25,H,2018-08-15,2023-10-29 06:17:10.005651,14,234990.0,0.02
P47T_hogar,q75,H,2018-08-15,2023-10-29 06:17:10.005651,14,693100.0,0.02
P47T_hogar,q90,H,2018-08-15,2023-10-29 06:17:10.005651,14,1018660.0,0.02
Pobreza,mean,H,2018-08-15,2023-10-29 06:17:10.005651,14,0.2745,0.02
Pobreza,sum,H,2018-08-15,2023-10-29 06:17:10.005651,14,12900.0,0.02
Total,mean,H,2018-08-15,2023-10-29 06:17:10.005651,14,1.0,0.02
Total,sum,H,2018-08-15,2023-10-29 06:17:10.005651,14,47000.0,0.02
gap_indigencia,mean,H,2018-08-15,2023-10-29 06:17:10.005651,14,422760.0,0.02
gap_indigencia,median,H,2018-08-15,2023-10-29 06:17:10.005651,14,298550.0,0.02
gap_pobreza,mean,H,2018-08-15,2023-10-29 06:17:10.005651,14,242500.0,0.02
gap_pobreza,median,H,2018-08-15,2023-10-29 06:17:10.005651,14,146075.0,0.02
CBA,mean,H,2018-11-15,2023-10-29 06:24:55.343398,14,124510.0,0.02
CBA,median,H,2018-11-15,2023-10-29 06:24:55.343398,14,112160.0,0.02
CBT,mean,H,2018-11-15,2023-10-29 06:24:55.343398,14,310440.0,0.02
CBT,median,H,2018-11-15,2023-10-29 06:24:55.343398,14,279640.0,0.02
CB_EQUIV,mean,H,2018-11-15,2023-10-29 06:24:55.343398,14,2.809,0.02
CB_EQUIV,median,H,2018-11-15,2023-10-29 06:24:55.343398,14,2.53,0.02
Indigencia,mean,H,2018-11-15,2023-10-29 06:24:55.343398,14,0.0968,0.02
Indigencia,sum,H,2018-11-15,2023-10-29 06:24:55.343398,14,4550.0,0.02
P47T_hogar,mean,H,2018-11-15,2023-10-29 06:24:55.343398,14,432950.0,0.02
P47T_hogar,median,H,2018-11-15,2023-10-29 06:24:55.343398,14,338900.0,0.02
P47T_hogar,q10,H,2018-11-15,2023-10-29 06:24:55.343398,14,117760.0,0.02
P47T_hogar,q25,H,2018-11-15,2023-10-29 06:24:55.343398,14,204660.0,0.02
P47T_hogar,q75,H,2018-11-15,2023-10-29 06:24:55.343398,14,563410.0,0.02
P47T_hogar,q90,H,2018-11-15,2023-10-29 06:24:55.343398,14,851480.0,0.02
Pobreza,mean,H,2018-11-15,2023-10-29 06:24:55.343398,14,0.3574,0.02
Pobreza,sum,H,2018-11-15,2023-10-29 06:24:55.343398,14,16800.0,0.02
Total,mean,H,2018-11-15,2023-10-29 06:24:55.343398,14,1.0,0.02
Total,sum,H,2018-11-15,2023-10-29 06:24:55.343398,14,47000.0,0.02
gap_indigencia,mean,H,2018-11-15,2023-10-29 06:24:55.343398,14,308440.0,0.02
gap_indigencia,median,H,2018-11-15,2023-10-29 06:24:55.343398,14,228705.0,0.02
gap_pobreza,mean,H,2018-11-15,2023-10-29 06:24:55.343398,14,122510.0,0.02
gap_pobreza,median,H,2018-11-15,2023-10-29 06:24:55.343398,14,82990.0,0.02
CBA,mean,H,2019-02-15,2023-10-29 06:32:40.957411,14,123120.0,0.02
CBA,median,H,2019-02-15,2023-10-29 06:32:40.957411,14,112450.0,0.02
CBT,mean,H,2019-02-15,2023-10-29 06:32:40.957411,14,305730.0,0.02
CBT,median,H,2019-02-15,2023-10-29 06:32:40.957411,14,279240.0,0.02
CB_EQUIV,mean,H,2019-02-15,2023-10-29 06:32:40.957411,14,2.77,0.02
CB_EQUIV,median,H,2019-02-15,2023-10-29 06:32:40.957411,14,2.53,0.02
Indigencia,mean,H,2019-02-15,2023-10-29 06:32:40.957411,14,0.0787,0.02
Indigencia,sum,H,2019-02-15,2023-10-29 06:32:40.957411,14,3750.0,0.02
P47T_hogar,mean,H,2019-02-15,2023-10-29 06:32:40.957411,14,464690.0,0.02
P47T_hogar,median,H,2019-02-15,2023-10-29 06:32:40.957411,14,382000.0,0.02
P47T_hogar,q10,H,2019-02-15,2023-10-29 06:32:40.957411,14,126180.0,0.02
P47T_hogar,q25,H,2019-02-15,2023-10-29 06:32:40.957411,14,234990.0,0.02
P47T_hogar,q75,H,2019-02-15,2023-10-29 06:32:40.957411,14,615390.0,0.02
P47T_hogar,q90,H,2019-02-15,2023-10-29 06:32:40.957411,14,872860.0,0.02
Pobreza,mean,H,2019-02-15,2023-10-29 06:32:40.957411,14,0.3054,0.02
Pobreza,sum,H,2019-02-15,2023-10-29 06:32:40.957411,14,14550.0,0.02
Total,mean,H,2019-02-15,2023-10-29 06:32:40.957411,14,1.0,0.02
Total,sum,H,2019-02-15,2023-10-29 06:32:40.957411,14,47650.0,0.02
gap_indigencia,mean,H,2019-02-15,2023-10-29 06:32:40.957411,14,341570.0,0.02
gap_indigencia,median,H,2019-02-15,2023-10-29 06:32:40.957411,14,269780.0,0.02
gap_pobreza,mean,H,2019-02-15,2023-10-29 06:32:40.957411,14,158950.0,0.02
gap_pobreza,median,H,2019-02-15,2023-10-29 06:32:40.957411,14,110740.0,0.02
CBA,mean,H,2019-05-15,2023-10-29 06:40:40.656776,14,120750.0,0.02
CBA,median,H,2019-05-15,2023-10-29 06:40:40.656776,14,110280.0,0.02
CBT,mean,H,2019-05-15,2023-10-29 06:40:40.656776,14,302270.0,0.02
CBT,median,H,2019-05-15,2023-10-29 06:40:40.656776,14,276070.0,0.02
CB_EQUIV,mean,H,2019-05-15,2023-10-29 06:40:40.656776,14,2.77,0.02
CB_EQUIV,median,H,2019-05-15,2023-10-29 06:40:40.656776,14,2.53,0.02
Indigencia,mean,H,2019-05-15,2023-10-29 06:40:40.656776,14,0.0955,0.02
Indigencia,sum,H,2019-05-15,2023-10-29 06:40:40.656776,14,4550.0,0.02
P47T_hogar,mean,H,2019-05-15,2023-10-29 06:40:40.656776,14,389100.0,0.02
P47T_hogar,median,H,2019-05-15,2023-10-29 06:40:40.656776,14,331940.0,0.02
P47T_hogar,q10,H,2019-05-15,2023-10-29 06:40:40.656776,14,112460.0,0.02
P47T_hogar,q25,H,2019-05-15,2023-10-29 06:40:40.656776,14,204660.0,0.02
P47T_hogar,q75,H,2019-05-15,2023-10-29 06:40:40.656776,14,509900.0,0.02
P47T_hogar,q90,H,2019-05-15,2023-10-29 06:40:40.656776,14,734650.0,0.02
Pobreza,mean,H,2019-05-15,2023-10-29 06:40:40.656776,14,0.3757,0.02
Pobreza,sum,H,2019-05-15,2023-10-29 06:40:40.656776,14,17900.0,0.02
Total,mean,H,2019-05-15,2023-10-29 06:40:40.656776,14,1.0,0.02
Total,sum,H,2019-05-15,2023-10-29 06:40:40.656776,14,47650.0,0.02
gap_indigencia,mean,H,2019-05-15,2023-10-29 06:40:40.656776,14,268350.0,0.02
gap_indigencia,median,H,2019-05-15,2023-10-29 06:40:40.656776,14,209890.0,0.02
gap_pobreza,mean,H,2019-05-15,2023-10-29 06:40:40.656776,14,86830.0,0.02
gap_pobreza,median,H,2019-05-15,2023-10-29 06:40:40.656776,14,57810.0,0.02
CBA,mean,H,2019-08-15,2023-10-29 06:48:40.480052,14,121140.0,0.02
CBA,median,H,2019-08-15,2023-10-29 06:48:40.480052,14,110640.0,0.02
CBT,mean,H,2019-08-15,2023-10-29 06:48:40.480052,14,302440.0,0.02
CBT,median,H,2019-08-15,2023-10-29 06:48:40.480052,14,276230.0,0.02
CB_EQUIV,mean,H,2019-08-15,2023-10-29 06:48:40.480052,14,2.77,0.02
CB_EQUIV,median,H,2019-08-15,2023-10-29 06:48:40.480052,14,2.53,0.02
Indigencia,mean,H,2019-08-15,2023-10-29 06:48:40.480052,14,0.085,0.02
Indigencia,sum,H,2019-08-15,2023-10-29 06:48:40.480052,14,4050.0,0.02
P47T_hogar,mean,H,2019-08-15,2023-10-29 06:48:40.480052,14,469610.0,0.02
P47T_hogar,median,H,2019-08-15,2023-10-29 06:48:40.480052,14,408390.0,0.02
P47T_hogar,q10,H,2019-08-15,2023-10-29 06:48:40.480052,14,123310.0,0.02
P47T_hogar,q25,H,2019-08-15,2023-10-29 06:48:40.480052,14,230210.0,0.02
P47T_hogar,q75,H,2019-08-15,2023-10-29 06:48:40.480052,14,632800.0,0.02
P47T_hogar,q90,H,2019-08-15,2023-10-29 06:48:40.480052,14,884550.0,0.02
Pobreza,mean,H,2019-08-15,2023-10-29 06:48:40.480052,14,0.3253,0.02
Pobreza,sum,H,2019-08-15,2023-10-29 06:48:40.480052,14,15500.0,0.02
Total,mean,H,2019-08-15,2023-10-29 06:48:40.480052,14,1.0,0.02
Total,sum,H,2019-08-15,2023-10-29 06:48:40.480052,14,47650.0,0.02
gap_indigencia,mean,H,2019-08-15,2023-10-29 06:48:40.480052,14,348470.0,0.02
gap_indigencia,median,H,2019-08-15,2023-10-29 06:48:40.480052,14,285420.0,0.02
gap_pobreza,mean,H,2019-08-15,2023-10-29 06:48:40.480052,14,167170.0,0.02
gap_pobreza,median,H,2019-08-15,2023-10-29 06:48:40.480052,14,118910.0,0.02
CBA,mean,H,2019-11-15,2023-10-29 06:56:44.944196,14,121200.0,0.02
CBA,median,H,2019-11-15,2023-10-29 06:56:44.944196,14,110690.0,0.02
CBT,mean,H,2019-11-15,2023-10-29 06:56:44.944196,14,302580.0,0.02
CBT,median,H,2019-11-15,2023-10-29 06:56:44.944196,14,276350.0,0.02
CB_EQUIV,mean,H,2019-11-15,2023-10-29 06:56:44.944196,14,2.77,0.02
CB_EQUIV,median,H,2019-11-15,2023-10-29 06:56:44.944196,14,2.53,0.02
Indigencia,mean,H,2019-11-15,2023-10-29 06:56:44.944196,14,0.1018,0.02
Indigencia,sum,H,2019-11-15,2023-10-29 06:56:44.944196,14,4850.0,0.02
P47T_hogar,mean,H,2019-11-15,2023-10-29 06:56:44.944196,14,392300.0,0.02
P47T_hogar,median,H,2019-11-15,2023-10-29 06:56:44.944196,14,324510.0,0.02
P47T_hogar,q10,H,2019-11-15,2023-10-29 06:56:44.944196,14,109900.0,0.02
P47T_hogar,q25,H,2019-11-15,2023-10-29 06:56:44.944196,14,191000.0,0.02
P47T_hogar,q75,H,2019-11-15,2023-10-29 06:56:44.944196,14,522160.0,0.02
P47T_hogar,q90,H,2019-11-15,2023-10-29 06:56:44.944196,14,755530.0,0.02
Pobreza,mean,H,2019-11-15,2023-10-29 06:56:44.944196,14,0.3767,0.02
Pobreza,sum,H,2019-11-15,2023-10-29 06:56:44.944196,14,17950.0,0.02
Total,mean,H,2019-11-15,2023-10-29 06:56:44.944196,14,1.0,0.02
Total,sum,H,2019-11-15,2023-10-29 06:56:44.944196,14,47650.0,0.02
gap_indigencia,mean,H,2019-11-15,2023-10-29 06:56:44.944196,14,271100.0,0.02
gap_indigencia,median,H,2019-11-15,2023-10-29 06:56:44.944196,14,225070.0,0.02
gap_pobreza,mean,H,2019-11-15,2023-10-29 06:56:44.944196,14,89720.0,0.02
gap_pobreza,median,H,2019-11-15,2023-10-29 06:56:44.944196,14,74590.0,0.02
CBA,mean,H,2020-02-15,2023-10-29 07:05:03.359290,14,124340.0,0.02
CBA,median,H,2020-02-15,2023-10-29 07:05:03.359290,14,112620.0,0.02
CBT,mean,H,2020-02-15,2023-10-29 07:05:03.359290,14,302560.0,0.02
CBT,median,H,2020-02-15,2023-10-29 07:05:03.359290,14,274030.0,0.02
CB_EQUIV,mean,H,2020-02-15,2023-10-29 07:05:03.359290,14,2.76,0.02
CB_EQUIV,median,H,2020-02-15,2023-10-29 07:05:03.359290,14,2.5,0.02
Indigencia,mean,H,2020-02-15,2023-10-29 07:05:03.359290,14,0.0991,0.02
Indigencia,sum,H,2020-02-15,2023-10-29 07:05:03.359290,14,4750.0,0.02
P47T_hogar,mean,H,2020-02-15,2023-10-29 07:05:03.359290,14,468570.0,0.02
P47T_hogar,median,H,2020-02-15,2023-10-29 07:05:03.359290,14,406570.0,0.02
P47T_hogar,q10,H,2020-02-15,2023-10-29 07:05:03.359290,14,126020.0,0.02
P47T_hogar,q25,H,2020-02-15,2023-10-29 07:05:03.359290,14,224410.0,0.02
P47T_hogar,q75,H,2020-02-15,2023-10-29 07:05:03.359290,14,599480.0,0.02
P47T_hogar,q90,H,2020-02-15,2023-10-29 07:05:03.359290,14,878310.0,0.02
Pobreza,mean,H,2020-02-15,2023-10-29 07:05:03.359290,14,0.316,0.02
Pobreza,sum,H,2020-02-15,2023-10-29 07:05:03.359290,14,15150.0,0.02
Total,mean,H,2020-02-15,2023-10-29 07:05:03.359290,14,1.0,0.02
Total,sum,H,2020-02-15,2023-10-29 07:05:03.359290,14,47950.0,0.02
gap_indigencia,mean,H,2020-02-15,2023-10-29 07:05:03.359290,14,344230.0,0.02
gap_indigencia,median,H,2020-02-15,2023-10-29 07:05:03.359290,14,270400.0,0.02
gap_pobreza,mean,H,2020-02-15,2023-10-29 07:05:03.359290,14,166010.0,0.02
gap_pobreza,median,H,2020-02-15,2023-10-29 07:05:03.359290,14,127260.0,0.02
CBA,mean,H,2020-05-15,2023-10-29 07:13:20.933711,14,124400.0,0.02
CBA,median,H,2020-05-15,2023-10-29 07:13:20.933711,14,112670.0,0.02
CBT,mean,H,2020-05-15,2023-10-29 07:13:20.933711,14,299360.0,0.02
CBT,median,H,2020-05-15,2023-10-29 07:13:20.933711,14,271130.0,0.02
CB_EQUIV,mean,H,2020-05-15,2023-10-29 07:13:20.933711,14,2.76,0.02
CB_EQUIV,median,H,2020-05-15,2023-10-29 07:13:20.933711,14,2.5,0.02
Indigencia,mean,H,2020-05-15,2023-10-29 07:13:20.933711,14,0.0918,0.02
Indigencia,sum,H,2020-05-15,2023-10-29 07:13:20.933711,14,4400.0,0.02
P47T_hogar,mean,H,2020-05-15,2023-10-29 07:13:20.933711,14,382290.0,0.02
P47T_hogar,median,H,2020-05-15,2023-10-29 07:13:20.933711,14,317000.0,0.02
P47T_hogar,q10,H,2020-05-15,2023-10-29 07:13:20.933711,14,117760.0,0.02
P47T_hogar,q25,H,2020-05-15,2023-10-29 07:13:20.933711,14,195450.0,0.02
P47T_hogar,q75,H,2020-05-15,2023-10-29 07:13:20.933711,14,496610.0,0.02
P47T_hogar,q90,H,2020-05-15,2023-10-29 07:13:20.933711,14,685790.0,0.02
Pobreza,mean,H,2020-05-15,2023-10-29 07:13:20.933711,14,0.3994,0.02
Pobreza,sum,H,2020-05-15,2023-10-29 07:13:20.933711,14,19150.0,0.02
Total,mean,H,2020-05-15,2023-10-29 07:13:20.933711,14,1.0,0.02
Total,sum,H,2020-05-15,2023-10-29 07:13:20.933711,14,47950.0,0.02
gap_indigencia,mean,H,2020-05-15,2023-10-29 07:13:20.933711,14,257900.0,0.02
gap_indigencia,median,H,2020-05-15,2023-10-29 07:13:20.933711,14,196930.0,0.02
gap_pobreza,mean,H,2020-05-15,2023-10-29 07:13:20.933711,14,82930.0,0.02
gap_pobreza,median,H,2020-05-15,2023-10-29 07:13:20.933711,14,50410.0,0.02
CBA,mean,H,2020-08-15,2023-10-29 07:21:51.908347,14,122990.0,0.02
CBA,median,H,2020-08-15,2023-10-29 07:21:51.908347,14,111390.0,0.02
CBT,mean,H,2020-08-15,2023-10-29 07:21:51.908347,14,298460.0,0.02
CBT,median,H,2020-08-15,2023-10-29 07:21:51.908347,14,270320.0,0.02
CB_EQUIV,mean,H,2020-08-15,2023-10-29 07:21:51.908347,14,2.76,0.02
CB_EQUIV,median,H,2020-08-15,2023-10-29 07:21:51.908347,14,2.5,0.02
Indigencia,mean,H,2020-08-15,2023-10-29 07:21:51.908347,14,0.0824,0.02
Indigencia,sum,H,2020-08-15,2023-10-29 07:21:51.908347,14,3950.0,0.02
P47T_hogar,mean,H,2020-08-15,2023-10-29 07:21:51.908347,14,470240.0,0.02
P47T_hogar,median,H,2020-08-15,2023-10-29 07:21:51.908347,14,399090.0,0.02
P47T_hogar,q10,H,2020-08-15,2023-10-29 07:21:51.908347,14,120500.0,0.02
P47T_hogar,q25,H,2020-08-15,2023-10-29 07:21:51.908347,14,230210.0,0.02
P47T_hogar,q75,H,2020-08-15,2023-10-29 07:21:51.908347,14,625360.0,0.02
P47T_hogar,q90,H,2020-08-15,2023-10-29 07:21:51.908347,14,840240.0,0.02
Pobreza,mean,H,2020-08-15,2023-10-29 07:21:51.908347,14,0.3055,0.02
Pobreza,sum,H,2020-08-15,2023-10-29 07:21:51.908347,14,14650.0,0.02
Total,mean,H,2020-08-15,2023-10-29 07:21:51.908347,14,1.0,0.02
Total,sum,H,2020-08-15,2023-10-29 07:21:51.908347,14,47950.0,0.02
gap_indigencia,mean,H,2020-08-15,2023-10-29 07:21:51.908347,14,347240.0,0.02
gap_indigencia,median,H,2020-08-15,2023-10-29 07:21:51.908347,14,279990.0,0.02
gap_pobreza,mean,H,2020-08-15,2023-10-29 07:21:51.908347,14,171770.0,0.02
gap_pobreza,median,H,2020-08-15,2023-10-29 07:21:51.908347,14,126510.0,0.02
CBA,mean,H,2020-11-15,2023-10-29 07:30:27.746754,14,129470.0,0.02
CBA,median,H,2020-11-15,2023-10-29 07:30:27.746754,14,117260.0,0.02
CBT,mean,H,2020-11-15,2023-10-29 07:30:27.746754,14,310730.0,0.02
CBT,median,H,2020-11-15,2023-10-29 07:30:27.746754,14,281430.0,0.02
CB_EQUIV,mean,H,2020-11-15,2023-10-29 07:30:27.746754,14,2.76,0.02
CB_EQUIV,median,H,2020-11-15,2023-10-29 07:30:27.746754,14,2.5,0.02
Indigencia,mean,H,2020-11-15,2023-10-29 07:30:27.746754,14,0.1084,0.02
Indigencia,sum,H,2020-11-15,2023-10-29 07:30:27.746754,14,5200.0,0.02
P47T_hogar,mean,H,2020-11-15,2023-10-29 07:30:27.746754,14,410340.0,0.02
P47T_hogar,median,H,2020-11-15,2023-10-29 07:30:27.746754,14,342820.0,0.02
P47T_hogar,q10,H,2020-11-15,2023-10-29 07:30:27.746754,14,107390.0,0.02
P47T_hogar,q25,H,2020-11-15,2023-10-29 07:30:27.746754,14,200000.0,0.02
P47T_hogar,q75,H,2020-11-15,2023-10-29 07:30:27.746754,14,539620.0,0.02
P47T_hogar,q90,H,2020-11-15,2023-10-29 07:30:27.746754,14,749130.0,0.02
Pobreza,mean,H,2020-11-15,2023-10-29 07:30:27.746754,14,0.3796,0.02
Pobreza,sum,H,2020-11-15,2023-10-29 07:30:27.746754,14,18200.0,0.02
Total,mean,H,2020-11-15,2023-10-29 07:30:27.746754,14,1.0,0.02
Total,sum,H,2020-11-15,2023-10-29 07:30:27.746754,14,47950.0,0.02
gap_indigencia,mean,H,2020-11-15,2023-10-29 07:30:27.746754,14,280870.0,0.02
gap_indigencia,median,H,2020-11-15,2023-10-29 07:30:27.746754,14,220370.0,0.02
gap_pobreza,mean,H,2020-11-15,2023-10-29 07:30:27.746754,14,99610.0,0.02
gap_pobreza,median,H,2020-11-15,2023-10-29 07:30:27.746754,14,64100.0,0.02
CBA,mean,H,2021-02-15,2023-10-29 07:39:14.908921,14,133620.0,0.02
CBA,median,H,2021-02-15,2023-10-29 07:39:14.908921,14,121890.0,0.02
CBT,mean,H,2021-02-15,2023-10-29 07:39:14.908921,14,316670.0,0.02
CBT,median,H,2021-02-15,2023-10-29 07:39:14.908921,14,288890.0,0.02
CB_EQUIV,mean,H,2021-02-15,2023-10-29 07:39:14.908921,14,2.839,0.02
CB_EQUIV,median,H,2021-02-15,2023-10-29 07:39:14.908921,14,2.59,0.02
Indigencia,mean,H,2021-02-15,2023-10-29 07:39:14.908921,14,0.1071,0.02
Indigencia,sum,H,2021-02-15,2023-10-29 07:39:14.908921,14,5350.0,0.02
P47T_hogar,mean,H,2021-02-15,2023-10-29 07:39:14.908921,14,435520.0,0.02
P47T_hogar,median,H,2021-02-15,2023-10-29 07:39:14.908921,14,355690.0,0.02
P47T_hogar,q10,H,2021-02-15,2023-10-29 07:39:14.908921,14,120500.0,0.02
P47T_hogar,q25,H,2021-02-15,2023-10-29 07:39:14.908921,14,209430.0,0.02
P47T_hogar,q75,H,2021-02-15,2023-10-29 07:39:14.908921,14,585340.0,0.02
P47T_hogar,q90,H,2021-02-15,2023-10-29 07:39:14.908921,14,836080.0,0.02
Pobreza,mean,H,2021-02-15,2023-10-29 07:39:14.908921,14,0.3594,0.02
Pobreza,sum,H,2021-02-15,2023-10-29 07:39:14.908921,14,17950.0,0.02
Total,mean,H,2021-02-15,2023-10-29 07:39:14.908921,14,1.0,0.02
Total,sum,H,2021-02-15,2023-10-29 07:39:14.908921,14,49950.0,0.02
gap_indigencia,mean,H,2021-02-15,2023-10-29 07:39:14.908921,14,301910.0,0.02
gap_indigencia,median,H,2021-02-15,2023-10-29 07:39:14.908921,14,229690.0,0.02
gap_pobreza,mean,H,2021-02-15,2023-10-29 07:39:14.908921,14,118850.0,0.02
gap_pobreza,median,H,2021-02-15,2023-10-29 07:39:14.908921,14,77890.0,0.02
CBA,mean,H,2021-05-15,2023-10-29 07:48:08.127116,14,132500.0,0.02
CBA,median,H,2021-05-15,2023-10-29 07:48:08.127116,14,120870.0,0.02
CBT,mean,H,2021-05-15,2023-10-29 07:48:08.127116,14,311370.0,0.02
CBT,median,H,2021-05-15,2023-10-29 07:48:08.127116,14,284050.0,0.02
