observable,sintetico,base,Q,timestamp,P0910,valor,frac
gap_pobreza,median,P,2012-08-15,2023-10-29 04:01:49.620679,40,197460.0,0.02
CBA,mean,P,2012-11-15,2023-10-29 04:07:02.819040,40,200150.0,0.02
CBA,median,P,2012-11-15,2023-10-29 04:07:02.819040,40,158260.0,0.02
CBT,mean,P,2012-11-15,2023-10-29 04:07:02.819040,40,477630.0,0.02
CBT,median,P,2012-11-15,2023-10-29 04:07:02.819040,40,378250.0,0.02
CB_EQUIV,mean,P,2012-11-15,2023-10-29 04:07:02.819040,40,4.577,0.02
CB_EQUIV,median,P,2012-11-15,2023-10-29 04:07:02.819040,40,3.55,0.02
Indigencia,mean,P,2012-11-15,2023-10-29 04:07:02.819040,40,0.064,0.02
Indigencia,sum,P,2012-11-15,2023-10-29 04:07:02.819040,40,465200.0,0.02
P47T_hogar,mean,P,2012-11-15,2023-10-29 04:07:02.819040,40,893780.0,0.02
P47T_hogar,median,P,2012-11-15,2023-10-29 04:07:02.819040,40,529880.0,0.02
P47T_hogar,q10,P,2012-11-15,2023-10-29 04:07:02.819040,40,206440.0,0.02
P47T_hogar,q25,P,2012-11-15,2023-10-29 04:07:02.819040,40,324390.0,0.02
P47T_hogar,q75,P,2012-11-15,2023-10-29 04:07:02.819040,40,780220.0,0.02
P47T_hogar,q90,P,2012-11-15,2023-10-29 04:07:02.819040,40,1105890.0,0.02
P47T_persona,mean,P,2012-11-15,2023-10-29 04:07:02.819040,40,134210.0,0.02
P47T_persona,median,P,2012-11-15,2023-10-29 04:07:02.819040,40,57660.0,0.02
P47T_persona,q10,P,2012-11-15,2023-10-29 04:07:02.819040,40,0.0,0.02
P47T_persona,q25,P,2012-11-15,2023-10-29 04:07:02.819040,40,0.0,0.02
P47T_persona,q75,P,2012-11-15,2023-10-29 04:07:02.819040,40,257660.0,0.02
P47T_persona,q90,P,2012-11-15,2023-10-29 04:07:02.819040,40,390010.0,0.02
Pobreza,mean,P,2012-11-15,2023-10-29 04:07:02.819040,40,0.2907,0.02
Pobreza,sum,P,2012-11-15,2023-10-29 04:07:02.819040,40,2113750.0,0.02
Total,mean,P,2012-11-15,2023-10-29 04:07:02.819040,40,1.0,0.02
Total,sum,P,2012-11-15,2023-10-29 04:07:02.819040,40,7270350.0,0.02
gap_indigencia,mean,P,2012-11-15,2023-10-29 04:07:02.819040,40,693630.0,0.02
gap_indigencia,median,P,2012-11-15,2023-10-29 04:07:02.819040,40,366350.0,0.02
gap_pobreza,mean,P,2012-11-15,2023-10-29 04:07:02.819040,40,416150.0,0.02
gap_pobreza,median,P,2012-11-15,2023-10-29 04:07:02.819040,40,156330.0,0.02
CBA,mean,P,2013-02-15,2023-10-29 04:12:20.945410,40,217460.0,0.02
CBA,median,P,2013-02-15,2023-10-29 04:12:20.945410,40,158710.0,0.02
CBT,mean,P,2013-02-15,2023-10-29 04:12:20.945410,40,521280.0,0.02
CBT,median,P,2013-02-15,2023-10-29 04:12:20.945410,40,379580.0,0.02
CB_EQUIV,mean,P,2013-02-15,2023-10-29 04:12:20.945410,40,4.945,0.02
CB_EQUIV,median,P,2013-02-15,2023-10-29 04:12:20.945410,40,3.55,0.02
Indigencia,mean,P,2013-02-15,2023-10-29 04:12:20.945410,40,0.064,0.02
Indigencia,sum,P,2013-02-15,2023-10-29 04:12:20.945410,40,468050.0,0.02
P47T_hogar,mean,P,2013-02-15,2023-10-29 04:12:20.945410,40,1030970.0,0.02
P47T_hogar,median,P,2013-02-15,2023-10-29 04:12:20.945410,40,575060.0,0.02
P47T_hogar,q10,P,2013-02-15,2023-10-29 04:12:20.945410,40,204810.0,0.02
P47T_hogar,q25,P,2013-02-15,2023-10-29 04:12:20.945410,40,363970.0,0.02
P47T_hogar,q75,P,2013-02-15,2023-10-29 04:12:20.945410,40,845410.0,0.02
P47T_hogar,q90,P,2013-02-15,2023-10-29 04:12:20.945410,40,1186560.0,0.02
P47T_persona,mean,P,2013-02-15,2023-10-29 04:12:20.945410,40,137510.0,0.02
P47T_persona,median,P,2013-02-15,2023-10-29 04:12:20.945410,40,42730.0,0.02
P47T_persona,q10,P,2013-02-15,2023-10-29 04:12:20.945410,40,0.0,0.02
P47T_persona,q25,P,2013-02-15,2023-10-29 04:12:20.945410,40,0.0,0.02
P47T_persona,q75,P,2013-02-15,2023-10-29 04:12:20.945410,40,289110.0,0.02
P47T_persona,q90,P,2013-02-15,2023-10-29 04:12:20.945410,40,399090.0,0.02
Pobreza,mean,P,2013-02-15,2023-10-29 04:12:20.945410,40,0.251,0.02
Pobreza,sum,P,2013-02-15,2023-10-29 04:12:20.945410,40,1835700.0,0.02
Total,mean,P,2013-02-15,2023-10-29 04:12:20.945410,40,1.0,0.02
Total,sum,P,2013-02-15,2023-10-29 04:12:20.945410,40,7313450.0,0.02
gap_indigencia,mean,P,2013-02-15,2023-10-29 04:12:20.945410,40,813510.0,0.02
gap_indigencia,median,P,2013-02-15,2023-10-29 04:12:20.945410,40,411130.0,0.02
gap_pobreza,mean,P,2013-02-15,2023-10-29 04:12:20.945410,40,509690.0,0.02
gap_pobreza,median,P,2013-02-15,2023-10-29 04:12:20.945410,40,203170.0,0.02
CBA,mean,P,2013-05-15,2023-10-29 04:17:36.065170,40,217460.0,0.02
CBA,median,P,2013-05-15,2023-10-29 04:17:36.065170,40,158710.0,0.02
CBT,mean,P,2013-05-15,2023-10-29 04:17:36.065170,40,521280.0,0.02
CBT,median,P,2013-05-15,2023-10-29 04:17:36.065170,40,379580.0,0.02
CB_EQUIV,mean,P,2013-05-15,2023-10-29 04:17:36.065170,40,4.945,0.02
CB_EQUIV,median,P,2013-05-15,2023-10-29 04:17:36.065170,40,3.55,0.02
Indigencia,mean,P,2013-05-15,2023-10-29 04:17:36.065170,40,0.0637,0.02
Indigencia,sum,P,2013-05-15,2023-10-29 04:17:36.065170,40,466150.0,0.02
P47T_hogar,mean,P,2013-05-15,2023-10-29 04:17:36.065170,40,890930.0,0.02
P47T_hogar,median,P,2013-05-15,2023-10-29 04:17:36.065170,40,521330.0,0.02
P47T_hogar,q10,P,2013-05-15,2023-10-29 04:17:36.065170,40,204660.0,0.02
P47T_hogar,q25,P,2013-05-15,2023-10-29 04:17:36.065170,40,331940.0,0.02
P47T_hogar,q75,P,2013-05-15,2023-10-29 04:17:36.065170,40,760940.0,0.02
P47T_hogar,q90,P,2013-05-15,2023-10-29 04:17:36.065170,40,1055740.0,0.02
P47T_persona,mean,P,2013-05-15,2023-10-29 04:17:36.065170,40,121990.0,0.02
P47T_persona,median,P,2013-05-15,2023-10-29 04:17:36.065170,40,35540.0,0.02
P47T_persona,q10,P,2013-05-15,2023-10-29 04:17:36.065170,40,0.0,0.02
P47T_persona,q25,P,2013-05-15,2023-10-29 04:17:36.065170,40,0.0,0.02
P47T_persona,q75,P,2013-05-15,2023-10-29 04:17:36.065170,40,234990.0,0.02
P47T_persona,q90,P,2013-05-15,2023-10-29 04:17:36.065170,40,339680.0,0.02
Pobreza,mean,P,2013-05-15,2023-10-29 04:17:36.065170,40,0.2948,0.02
Pobreza,sum,P,2013-05-15,2023-10-29 04:17:36.065170,40,2155900.0,0.02
Total,mean,P,2013-05-15,2023-10-29 04:17:36.065170,40,1.0,0.02
Total,sum,P,2013-05-15,2023-10-29 04:17:36.065170,40,7313450.0,0.02
gap_indigencia,mean,P,2013-05-15,2023-10-29 04:17:36.065170,40,673470.0,0.02
gap_indigencia,median,P,2013-05-15,2023-10-29 04:17:36.065170,40,362340.0,0.02
gap_pobreza,mean,P,2013-05-15,2023-10-29 04:17:36.065170,40,369650.0,0.02
gap_pobreza,median,P,2013-05-15,2023-10-29 04:17:36.065170,40,149830.0,0.02
CBA,mean,P,2013-08-15,2023-10-29 04:23:02.964866,40,217460.0,0.02
CBA,median,P,2013-08-15,2023-10-29 04:23:02.964866,40,158710.0,0.02
CBT,mean,P,2013-08-15,2023-10-29 04:23:02.964866,40,521280.0,0.02
CBT,median,P,2013-08-15,2023-10-29 04:23:02.964866,40,379580.0,0.02
CB_EQUIV,mean,P,2013-08-15,2023-10-29 04:23:02.964866,40,4.945,0.02
CB_EQUIV,median,P,2013-08-15,2023-10-29 04:23:02.964866,40,3.55,0.02
Indigencia,mean,P,2013-08-15,2023-10-29 04:23:02.964866,40,0.0592,0.02
Indigencia,sum,P,2013-08-15,2023-10-29 04:23:02.964866,40,433000.0,0.02
P47T_hogar,mean,P,2013-08-15,2023-10-29 04:23:02.964866,40,949130.0,0.02
P47T_hogar,median,P,2013-08-15,2023-10-29 04:23:02.964866,40,572520.0,0.02
P47T_hogar,q10,P,2013-08-15,2023-10-29 04:23:02.964866,40,200000.0,0.02
P47T_hogar,q25,P,2013-08-15,2023-10-29 04:23:02.964866,40,353560.0,0.02
P47T_hogar,q75,P,2013-08-15,2023-10-29 04:23:02.964866,40,854580.0,0.02
P47T_hogar,q90,P,2013-08-15,2023-10-29 04:23:02.964866,40,1199180.0,0.02
P47T_persona,mean,P,2013-08-15,2023-10-29 04:23:02.964866,40,139340.0,0.02
P47T_persona,median,P,2013-08-15,2023-10-29 04:23:02.964866,40,45790.0,0.02
P47T_persona,q10,P,2013-08-15,2023-10-29 04:23:02.964866,40,0.0,0.02
P47T_persona,q25,P,2013-08-15,2023-10-29 04:23:02.964866,40,0.0,0.02
P47T_persona,q75,P,2013-08-15,2023-10-29 04:23:02.964866,40,246070.0,0.02
P47T_persona,q90,P,2013-08-15,2023-10-29 04:23:02.964866,40,399090.0,0.02
Pobreza,mean,P,2013-08-15,2023-10-29 04:23:02.964866,40,0.26,0.02
Pobreza,sum,P,2013-08-15,2023-10-29 04:23:02.964866,40,1901300.0,0.02
Total,mean,P,2013-08-15,2023-10-29 04:23:02.964866,40,1.0,0.02
Total,sum,P,2013-08-15,2023-10-29 04:23:02.964866,40,7313450.0,0.02
gap_indigencia,mean,P,2013-08-15,2023-10-29 04:23:02.964866,40,731680.0,0.02
gap_indigencia,median,P,2013-08-15,2023-10-29 04:23:02.964866,40,411170.0,0.02
gap_pobreza,mean,P,2013-08-15,2023-10-29 04:23:02.964866,40,427860.0,0.02
gap_pobreza,median,P,2013-08-15,2023-10-29 04:23:02.964866,40,196770.0,0.02
CBA,mean,P,2013-11-15,2023-10-29 04:28:39.164589,40,217460.0,0.02
CBA,median,P,2013-11-15,2023-10-29 04:28:39.164589,40,158710.0,0.02
CBT,mean,P,2013-11-15,2023-10-29 04:28:39.164589,40,521280.0,0.02
CBT,median,P,2013-11-15,2023-10-29 04:28:39.164589,40,379580.0,0.02
CB_EQUIV,mean,P,2013-11-15,2023-10-29 04:28:39.164589,40,4.945,0.02
CB_EQUIV,median,P,2013-11-15,2023-10-29 04:28:39.164589,40,3.55,0.02
Indigencia,mean,P,2013-11-15,2023-10-29 04:28:39.164589,40,0.0581,0.02
Indigencia,sum,P,2013-11-15,2023-10-29 04:28:39.164589,40,425050.0,0.02
P47T_hogar,mean,P,2013-11-15,2023-10-29 04:28:39.164589,40,943930.0,0.02
P47T_hogar,median,P,2013-11-15,2023-10-29 04:28:39.164589,40,540520.0,0.02
P47T_hogar,q10,P,2013-11-15,2023-10-29 04:28:39.164589,40,204660.0,0.02
P47T_hogar,q25,P,2013-11-15,2023-10-29 04:28:39.164589,40,347590.0,0.02
P47T_hogar,q75,P,2013-11-15,2023-10-29 04:28:39.164589,40,786920.0,0.02
P47T_hogar,q90,P,2013-11-15,2023-10-29 04:28:39.164589,40,1097410.0,0.02
P47T_persona,mean,P,2013-11-15,2023-10-29 04:28:39.164589,40,135430.0,0.02
P47T_persona,median,P,2013-11-15,2023-10-29 04:28:39.164589,40,56350.0,0.02
P47T_persona,q10,P,2013-11-15,2023-10-29 04:28:39.164589,40,0.0,0.02
P47T_persona,q25,P,2013-11-15,2023-10-29 04:28:39.164589,40,0.0,0.02
P47T_persona,q75,P,2013-11-15,2023-10-29 04:28:39.164589,40,257660.0,0.02
P47T_persona,q90,P,2013-11-15,2023-10-29 04:28:39.164589,40,372450.0,0.02
Pobreza,mean,P,2013-11-15,2023-10-29 04:28:39.164589,40,0.2744,0.02
Pobreza,sum,P,2013-11-15,2023-10-29 04:28:39.164589,40,2006500.0,0.02
Total,mean,P,2013-11-15,2023-10-29 04:28:39.164589,40,1.0,0.02
Total,sum,P,2013-11-15,2023-10-29 04:28:39.164589,40,7313450.0,0.02
gap_indigencia,mean,P,2013-11-15,2023-10-29 04:28:39.164589,40,726470.0,0.02
gap_indigencia,median,P,2013-11-15,2023-10-29 04:28:39.164589,40,377290.0,0.02
gap_pobreza,mean,P,2013-11-15,2023-10-29 04:28:39.164589,40,422650.0,0.02
gap_pobreza,median,P,2013-11-15,2023-10-29 04:28:39.164589,40,167110.0,0.02
CBA,mean,P,2014-02-15,2023-10-29 04:34:17.335026,40,215210.0,0.02
CBA,median,P,2014-02-15,2023-10-29 04:34:17.335026,40,159090.0,0.02
CBT,mean,P,2014-02-15,2023-10-29 04:34:17.335026,40,522530.0,0.02
CBT,median,P,2014-02-15,2023-10-29 04:34:17.335026,40,380000.0,0.02
CB_EQUIV,mean,P,2014-02-15,2023-10-29 04:34:17.335026,40,4.882,0.02
CB_EQUIV,median,P,2014-02-15,2023-10-29 04:34:17.335026,40,3.55,0.02
Indigencia,mean,P,2014-02-15,2023-10-29 04:34:17.335026,40,0.0572,0.02
Indigencia,sum,P,2014-02-15,2023-10-29 04:34:17.335026,40,427100.0,0.02
P47T_hogar,mean,P,2014-02-15,2023-10-29 04:34:17.335026,40,964960.0,0.02
P47T_hogar,median,P,2014-02-15,2023-10-29 04:34:17.335026,40,552190.0,0.02
P47T_hogar,q10,P,2014-02-15,2023-10-29 04:34:17.335026,40,214310.0,0.02
P47T_hogar,q25,P,2014-02-15,2023-10-29 04:34:17.335026,40,347590.0,0.02
P47T_hogar,q75,P,2014-02-15,2023-10-29 04:34:17.335026,40,817380.0,0.02
P47T_hogar,q90,P,2014-02-15,2023-10-29 04:34:17.335026,40,1139130.0,0.02
P47T_persona,mean,P,2014-02-15,2023-10-29 04:34:17.335026,40,133890.0,0.02
P47T_persona,median,P,2014-02-15,2023-10-29 04:34:17.335026,40,64700.0,0.02
P47T_persona,q10,P,2014-02-15,2023-10-29 04:34:17.335026,40,0.0,0.02
P47T_persona,q25,P,2014-02-15,2023-10-29 04:34:17.335026,40,0.0,0.02
P47T_persona,q75,P,2014-02-15,2023-10-29 04:34:17.335026,40,229640.0,0.02
P47T_persona,q90,P,2014-02-15,2023-10-29 04:34:17.335026,40,381130.0,0.02
Pobreza,mean,P,2014-02-15,2023-10-29 04:34:17.335026,40,0.2701,0.02
Pobreza,sum,P,2014-02-15,2023-10-29 04:34:17.335026,40,2017600.0,0.02
Total,mean,P,2014-02-15,2023-10-29 04:34:17.335026,40,1.0,0.02
Total,sum,P,2014-02-15,2023-10-29 04:34:17.335026,40,7470200.0,0.02
gap_indigencia,mean,P,2014-02-15,2023-10-29 04:34:17.335026,40,749750.0,0.02
gap_indigencia,median,P,2014-02-15,2023-10-29 04:34:17.335026,40,390420.0,0.02
gap_pobreza,mean,P,2014-02-15,2023-10-29 04:34:17.335026,40,442430.0,0.02
gap_pobreza,median,P,2014-02-15,2023-10-29 04:34:17.335026,40,179510.0,0.02
CBA,mean,P,2014-05-15,2023-10-29 04:40:00.657718,40,215210.0,0.02
CBA,median,P,2014-05-15,2023-10-29 04:40:00.657718,40,159090.0,0.02
CBT,mean,P,2014-05-15,2023-10-29 04:40:00.657718,40,522530.0,0.02
CBT,median,P,2014-05-15,2023-10-29 04:40:00.657718,40,380000.0,0.02
CB_EQUIV,mean,P,2014-05-15,2023-10-29 04:40:00.657718,40,4.882,0.02
CB_EQUIV,median,P,2014-05-15,2023-10-29 04:40:00.657718,40,3.55,0.02
Indigencia,mean,P,2014-05-15,2023-10-29 04:40:00.657718,40,0.0693,0.02
Indigencia,sum,P,2014-05-15,2023-10-29 04:40:00.657718,40,517850.0,0.02
P47T_hogar,mean,P,2014-05-15,2023-10-29 04:40:00.657718,40,751500.0,0.02
P47T_hogar,median,P,2014-05-15,2023-10-29 04:40:00.657718,40,491000.0,0.02
P47T_hogar,q10,P,2014-05-15,2023-10-29 04:40:00.657718,40,191000.0,0.02
P47T_hogar,q25,P,2014-05-15,2023-10-29 04:40:00.657718,40,309790.0,0.02
P47T_hogar,q75,P,2014-05-15,2023-10-29 04:40:00.657718,40,716700.0,0.02
P47T_hogar,q90,P,2014-05-15,2023-10-29 04:40:00.657718,40,994310.0,0.02
P47T_persona,mean,P,2014-05-15,2023-10-29 04:40:00.657718,40,118700.0,0.02
P47T_persona,median,P,2014-05-15,2023-10-29 04:40:00.657718,40,35540.0,0.02
P47T_persona,q10,P,2014-05-15,2023-10-29 04:40:00.657718,40,0.0,0.02
P47T_persona,q25,P,2014-05-15,2023-10-29 04:40:00.657718,40,0.0,0.02
P47T_persona,q75,P,2014-05-15,2023-10-29 04:40:00.657718,40,214310.0,0.02
P47T_persona,q90,P,2014-05-15,2023-10-29 04:40:00.657718,40,339680.0,0.02
Pobreza,mean,P,2014-05-15,2023-10-29 04:40:00.657718,40,0.33,0.02
Pobreza,sum,P,2014-05-15,2023-10-29 04:40:00.657718,40,2465100.0,0.02
Total,mean,P,2014-05-15,2023-10-29 04:40:00.657718,40,1.0,0.02
Total,sum,P,2014-05-15,2023-10-29 04:40:00.657718,40,7470200.0,0.02
gap_indigencia,mean,P,2014-05-15,2023-10-29 04:40:00.657718,40,536290.0,0.02
gap_indigencia,median,P,2014-05-15,2023-10-29 04:40:00.657718,40,328285.0,0.02
gap_pobreza,mean,P,2014-05-15,2023-10-29 04:40:00.657718,40,228970.0,0.02
gap_pobreza,median,P,2014-05-15,2023-10-29 04:40:00.657718,40,119160.0,0.02
CBA,mean,P,2014-08-15,2023-10-29 04:45:57.580822,40,215210.0,0.02
CBA,median,P,2014-08-15,2023-10-29 04:45:57.580822,40,159090.0,0.02
CBT,mean,P,2014-08-15,2023-10-29 04:45:57.580822,40,522530.0,0.02
CBT,median,P,2014-08-15,2023-10-29 04:45:57.580822,40,380000.0,0.02
CB_EQUIV,mean,P,2014-08-15,2023-10-29 04:45:57.580822,40,4.882,0.02
CB_EQUIV,median,P,2014-08-15,2023-10-29 04:45:57.580822,40,3.55,0.02
Indigencia,mean,P,2014-08-15,2023-10-29 04:45:57.580822,40,0.0593,0.02
Indigencia,sum,P,2014-08-15,2023-10-29 04:45:57.580822,40,443200.0,0.02
P47T_hogar,mean,P,2014-08-15,2023-10-29 04:45:57.580822,40,851250.0,0.02
P47T_hogar,median,P,2014-08-15,2023-10-29 04:45:57.580822,40,539680.0,0.02
P47T_hogar,q10,P,2014-08-15,2023-10-29 04:45:57.580822,40,208120.0,0.02
P47T_hogar,q25,P,2014-08-15,2023-10-29 04:45:57.580822,40,345720.0,0.02
P47T_hogar,q75,P,2014-08-15,2023-10-29 04:45:57.580822,40,780220.0,0.02
P47T_hogar,q90,P,2014-08-15,2023-10-29 04:45:57.580822,40,1080630.0,0.02
P47T_persona,mean,P,2014-08-15,2023-10-29 04:45:57.580822,40,129650.0,0.02
P47T_persona,median,P,2014-08-15,2023-10-29 04:45:57.580822,40,56350.0,0.02
P47T_persona,q10,P,2014-08-15,2023-10-29 04:45:57.580822,40,0.0,0.02
P47T_persona,q25,P,2014-08-15,2023-10-29 04:45:57.580822,40,0.0,0.02
P47T_persona,q75,P,2014-08-15,2023-10-29 04:45:57.580822,40,240460.0,0.02
P47T_persona,q90,P,2014-08-15,2023-10-29 04:45:57.580822,40,381130.0,0.02
Pobreza,mean,P,2014-08-15,2023-10-29 04:45:57.580822,40,0.2808,0.02
Pobreza,sum,P,2014-08-15,2023-10-29 04:45:57.580822,40,2097500.0,0.02
Total,mean,P,2014-08-15,2023-10-29 04:45:57.580822,40,1.0,0.02
Total,sum,P,2014-08-15,2023-10-29 04:45:57.580822,40,7470200.0,0.02
gap_indigencia,mean,P,2014-08-15,2023-10-29 04:45:57.580822,40,636030.0,0.02
gap_indigencia,median,P,2014-08-15,2023-10-29 04:45:57.580822,40,376760.0,0.02
gap_pobreza,mean,P,2014-08-15,2023-10-29 04:45:57.580822,40,328720.0,0.02
gap_pobreza,median,P,2014-08-15,2023-10-29 04:45:57.580822,40,166140.0,0.02
CBA,mean,P,2014-11-15,2023-10-29 04:52:03.864872,40,215210.0,0.02
CBA,median,P,2014-11-15,2023-10-29 04:52:03.864872,40,159090.0,0.02
CBT,mean,P,2014-11-15,2023-10-29 04:52:03.864872,40,522530.0,0.02
CBT,median,P,2014-11-15,2023-10-29 04:52:03.864872,40,380000.0,0.02
CB_EQUIV,mean,P,2014-11-15,2023-10-29 04:52:03.864872,40,4.882,0.02
CB_EQUIV,median,P,2014-11-15,2023-10-29 04:52:03.864872,40,3.55,0.02
Indigencia,mean,P,2014-11-15,2023-10-29 04:52:03.864872,40,0.0605,0.02
Indigencia,sum,P,2014-11-15,2023-10-29 04:52:03.864872,40,451900.0,0.02
P47T_hogar,mean,P,2014-11-15,2023-10-29 04:52:03.864872,40,782960.0,0.02
P47T_hogar,median,P,2014-11-15,2023-10-29 04:52:03.864872,40,513260.0,0.02
P47T_hogar,q10,P,2014-11-15,2023-10-29 04:52:03.864872,40,191000.0,0.02
P47T_hogar,q25,P,2014-11-15,2023-10-29 04:52:03.864872,40,324390.0,0.02
P47T_hogar,q75,P,2014-11-15,2023-10-29 04:52:03.864872,40,731920.0,0.02
P47T_hogar,q90,P,2014-11-15,2023-10-29 04:52:03.864872,40,1004240.0,0.02
P47T_persona,mean,P,2014-11-15,2023-10-29 04:52:03.864872,40,122390.0,0.02
P47T_persona,median,P,2014-11-15,2023-10-29 04:52:03.864872,40,44750.0,0.02
P47T_persona,q10,P,2014-11-15,2023-10-29 04:52:03.864872,40,0.0,0.02
P47T_persona,q25,P,2014-11-15,2023-10-29 04:52:03.864872,40,0.0,0.02
P47T_persona,q75,P,2014-11-15,2023-10-29 04:52:03.864872,40,219300.0,0.02
P47T_persona,q90,P,2014-11-15,2023-10-29 04:52:03.864872,40,363970.0,0.02
Pobreza,mean,P,2014-11-15,2023-10-29 04:52:03.864872,40,0.3023,0.02
Pobreza,sum,P,2014-11-15,2023-10-29 04:52:03.864872,40,2258550.0,0.02
Total,mean,P,2014-11-15,2023-10-29 04:52:03.864872,40,1.0,0.02
Total,sum,P,2014-11-15,2023-10-29 04:52:03.864872,40,7470200.0,0.02
gap_indigencia,mean,P,2014-11-15,2023-10-29 04:52:03.864872,40,567740.0,0.02
gap_indigencia,median,P,2014-11-15,2023-10-29 04:52:03.864872,40,347300.0,0.02
gap_pobreza,mean,P,2014-11-15,2023-10-29 04:52:03.864872,40,260430.0,0.02
gap_pobreza,median,P,2014-11-15,2023-10-29 04:52:03.864872,40,134825.0,0.02
CBA,mean,P,2015-02-15,2023-10-29 04:58:10.816132,40,191220.0,0.02
CBA,median,P,2015-02-15,2023-10-29 04:58:10.816132,40,159170.0,0.02
CBT,mean,P,2015-02-15,2023-10-29 04:58:10.816132,40,458220.0,0.02
CBT,median,P,2015-02-15,2023-10-29 04:58:10.816132,40,380880.0,0.02
CB_EQUIV,mean,P,2015-02-15,2023-10-29 04:58:10.816132,40,4.345,0.02
CB_EQUIV,median,P,2015-02-15,2023-10-29 04:58:10.816132,40,3.56,0.02
Indigencia,mean,P,2015-02-15,2023-10-29 04:58:10.816132,40,0.0645,0.02
Indigencia,sum,P,2015-02-15,2023-10-29 04:58:10.816132,40,484400.0,0.02
P47T_hogar,mean,P,2015-02-15,2023-10-29 04:58:10.816132,40,888630.0,0.02
P47T_hogar,median,P,2015-02-15,2023-10-29 04:58:10.816132,40,573430.0,0.02
P47T_hogar,q10,P,2015-02-15,2023-10-29 04:58:10.816132,40,195450.0,0.02
P47T_hogar,q25,P,2015-02-15,2023-10-29 04:58:10.816132,40,335610.0,0.02
P47T_hogar,q75,P,2015-02-15,2023-10-29 04:58:10.816132,40,885790.0,0.02
P47T_hogar,q90,P,2015-02-15,2023-10-29 04:58:10.816132,40,1277670.0,0.02
P47T_persona,mean,P,2015-02-15,2023-10-29 04:58:10.816132,40,149660.0,0.02
P47T_persona,median,P,2015-02-15,2023-10-29 04:58:10.816132,40,63220.0,0.02
P47T_persona,q10,P,2015-02-15,2023-10-29 04:58:10.816132,40,0.0,0.02
P47T_persona,q25,P,2015-02-15,2023-10-29 04:58:10.816132,40,0.0,0.02
P47T_persona,q75,P,2015-02-15,2023-10-29 04:58:10.816132,40,251800.0,0.02
P47T_persona,q90,P,2015-02-15,2023-10-29 04:58:10.816132,40,417900.0,0.02
Pobreza,mean,P,2015-02-15,2023-10-29 04:58:10.816132,40,0.2679,0.02
Pobreza,sum,P,2015-02-15,2023-10-29 04:58:10.816132,40,2012600.0,0.02
Total,mean,P,2015-02-15,2023-10-29 04:58:10.816132,40,1.0,0.02
Total,sum,P,2015-02-15,2023-10-29 04:58:10.816132,40,7512300.0,0.02
gap_indigencia,mean,P,2015-02-15,2023-10-29 04:58:10.816132,40,697420.0,0.02
gap_indigencia,median,P,2015-02-15,2023-10-29 04:58:10.816132,40,412430.0,0.02
gap_pobreza,mean,P,2015-02-15,2023-10-29 04:58:10.816132,40,430410.0,0.02
gap_pobreza,median,P,2015-02-15,2023-10-29 04:58:10.816132,40,198350.0,0.02
CBA,mean,P,2015-05-15,2023-10-29 05:04:28.038525,40,191220.0,0.02
CBA,median,P,2015-05-15,2023-10-29 05:04:28.038525,40,159170.0,0.02
CBT,mean,P,2015-05-15,2023-10-29 05:04:28.038525,40,458220.0,0.02
CBT,median,P,2015-05-15,2023-10-29 05:04:28.038525,40,380880.0,0.02
CB_EQUIV,mean,P,2015-05-15,2023-10-29 05:04:28.038525,40,4.345,0.02
CB_EQUIV,median,P,2015-05-15,2023-10-29 05:04:28.038525,40,3.56,0.02
Indigencia,mean,P,2015-05-15,2023-10-29 05:04:28.038525,40,0.0661,0.02
Indigencia,sum,P,2015-05-15,2023-10-29 05:04:28.038525,40,496850.0,0.02
P47T_hogar,mean,P,2015-05-15,2023-10-29 05:04:28.038525,40,792590.0,0.02
P47T_hogar,median,P,2015-05-15,2023-10-29 05:04:28.038525,40,543970.0,0.02
P47T_hogar,q10,P,2015-05-15,2023-10-29 05:04:28.038525,40,194680.0,0.02
P47T_hogar,q25,P,2015-05-15,2023-10-29 05:04:28.038525,40,324390.0,0.02
P47T_hogar,q75,P,2015-05-15,2023-10-29 05:04:28.038525,40,826740.0,0.02
P47T_hogar,q90,P,2015-05-15,2023-10-29 05:04:28.038525,40,1179940.0,0.02
P47T_persona,mean,P,2015-05-15,2023-10-29 05:04:28.038525,40,135070.0,0.02
P47T_persona,median,P,2015-05-15,2023-10-29 05:04:28.038525,40,39880.0,0.02
P47T_persona,q10,P,2015-05-15,2023-10-29 05:04:28.038525,40,0.0,0.02
P47T_persona,q25,P,2015-05-15,2023-10-29 05:04:28.038525,40,0.0,0.02
P47T_persona,q75,P,2015-05-15,2023-10-29 05:04:28.038525,40,234990.0,0.02
P47T_persona,q90,P,2015-05-15,2023-10-29 05:04:28.038525,40,390010.0,0.02
Pobreza,mean,P,2015-05-15,2023-10-29 05:04:28.038525,40,0.2898,0.02
Pobreza,sum,P,2015-05-15,2023-10-29 05:04:28.038525,40,2176950.0,0.02
Total,mean,P,2015-05-15,2023-10-29 05:04:28.038525,40,1.0,0.02
Total,sum,P,2015-05-15,2023-10-29 05:04:28.038525,40,7512300.0,0.02
gap_indigencia,mean,P,2015-05-15,2023-10-29 05:04:28.038525,40,601380.0,0.02
gap_indigencia,median,P,2015-05-15,2023-10-29 05:04:28.038525,40,379840.0,0.02
gap_pobreza,mean,P,2015-05-15,2023-10-29 05:04:28.038525,40,334370.0,0.02
