observable,sintetico,base,Q,timestamp,AGLOSI,PROV,valor,frac
gap_pobreza,mean,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,38,296880.0,0.02
gap_pobreza,median,PAGLO,2014-02-15,2023-10-29 04:34:53.776313,True,38,180920.0,0.02
CBA,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,158010.0,0.02
CBA,median,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,141840.0,0.02
CBT,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,350970.0,0.02
CBT,median,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,315060.0,0.02
CB_EQUIV,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,3.999,0.02
CB_EQUIV,median,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,3.59,0.02
Indigencia,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,0.064,0.02
Indigencia,sum,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,20950.0,0.02
P47T_hogar,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,616340.0,0.02
P47T_hogar,median,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,476930.0,0.02
P47T_hogar,q10,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,181150.0,0.02
P47T_hogar,q25,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,294880.0,0.02
P47T_hogar,q75,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,712660.0,0.02
P47T_hogar,q90,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,1007900.0,0.02
P47T_persona,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,130320.0,0.02
P47T_persona,median,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,76020.0,0.02
P47T_persona,q10,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,229640.0,0.02
P47T_persona,q90,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,302730.0,0.02
Pobreza,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,0.282,0.02
Pobreza,sum,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,92250.0,0.02
Total,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,1.0,0.02
Total,sum,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,327100.0,0.02
gap_indigencia,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,458330.0,0.02
gap_indigencia,median,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,332280.0,0.02
gap_pobreza,mean,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,265380.0,0.02
gap_pobreza,median,PAGLO,2014-05-15,2023-10-29 04:40:40.516810,True,38,150730.0,0.02
CBA,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,158010.0,0.02
CBA,median,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,141840.0,0.02
CBT,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,350970.0,0.02
CBT,median,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,315060.0,0.02
CB_EQUIV,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,3.999,0.02
CB_EQUIV,median,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,3.59,0.02
Indigencia,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,0.0567,0.02
Indigencia,sum,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,18550.0,0.02
P47T_hogar,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,627870.0,0.02
P47T_hogar,median,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,528230.0,0.02
P47T_hogar,q10,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,181200.0,0.02
P47T_hogar,q25,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,309790.0,0.02
P47T_hogar,q75,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,797730.0,0.02
P47T_hogar,q90,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,1109890.0,0.02
P47T_persona,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,139550.0,0.02
P47T_persona,median,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,83360.0,0.02
P47T_persona,q10,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,263670.0,0.02
P47T_persona,q90,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,363970.0,0.02
Pobreza,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,0.2365,0.02
Pobreza,sum,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,77350.0,0.02
Total,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,1.0,0.02
Total,sum,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,327100.0,0.02
gap_indigencia,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,469860.0,0.02
gap_indigencia,median,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,379970.0,0.02
gap_pobreza,mean,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,276910.0,0.02
gap_pobreza,median,PAGLO,2014-08-15,2023-10-29 04:46:37.614399,True,38,204595.0,0.02
CBA,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,158010.0,0.02
CBA,median,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,141840.0,0.02
CBT,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,350970.0,0.02
CBT,median,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,315060.0,0.02
CB_EQUIV,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,3.999,0.02
CB_EQUIV,median,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,3.59,0.02
Indigencia,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,0.0537,0.02
Indigencia,sum,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,17550.0,0.02
P47T_hogar,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,582160.0,0.02
P47T_hogar,median,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,498580.0,0.02
P47T_hogar,q10,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,174190.0,0.02
P47T_hogar,q25,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,309790.0,0.02
P47T_hogar,q75,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,737600.0,0.02
P47T_hogar,q90,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,1019510.0,0.02
P47T_persona,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,131390.0,0.02
P47T_persona,median,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,83360.0,0.02
P47T_persona,q10,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,240460.0,0.02
P47T_persona,q90,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,324390.0,0.02
Pobreza,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,0.2582,0.02
Pobreza,sum,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,84450.0,0.02
Total,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,1.0,0.02
Total,sum,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,327100.0,0.02
gap_indigencia,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,424150.0,0.02
gap_indigencia,median,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,349280.0,0.02
gap_pobreza,mean,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,231190.0,0.02
gap_pobreza,median,PAGLO,2014-11-15,2023-10-29 04:52:44.178964,True,38,172660.0,0.02
CBA,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,158400.0,0.02
CBA,median,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,143420.0,0.02
CBT,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,351830.0,0.02
CBT,median,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,318570.0,0.02
CB_EQUIV,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,4.009,0.02
CB_EQUIV,median,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,3.63,0.02
Indigencia,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,0.0567,0.02
Indigencia,sum,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,19050.0,0.02
P47T_hogar,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,670370.0,0.02
P47T_hogar,median,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,548620.0,0.02
P47T_hogar,q10,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,186650.0,0.02
P47T_hogar,q25,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,331940.0,0.02
P47T_hogar,q75,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,871420.0,0.02
P47T_hogar,q90,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,1230980.0,0.02
P47T_persona,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,152520.0,0.02
P47T_persona,median,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,83360.0,0.02
P47T_persona,q10,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,251800.0,0.02
P47T_persona,q90,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,408390.0,0.02
Pobreza,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,0.2256,0.02
Pobreza,sum,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,75850.0,0.02
Total,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,1.0,0.02
Total,sum,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,336200.0,0.02
gap_indigencia,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,511970.0,0.02
gap_indigencia,median,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,409470.0,0.02
gap_pobreza,mean,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,318530.0,0.02
gap_pobreza,median,PAGLO,2015-02-15,2023-10-29 04:58:52.986119,True,38,220060.0,0.02
CBA,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,158400.0,0.02
CBA,median,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,143420.0,0.02
CBT,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,351830.0,0.02
CBT,median,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,318570.0,0.02
CB_EQUIV,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,4.009,0.02
CB_EQUIV,median,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,3.63,0.02
Indigencia,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,0.0619,0.02
Indigencia,sum,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,20800.0,0.02
P47T_hogar,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,643920.0,0.02
P47T_hogar,median,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,551140.0,0.02
P47T_hogar,q10,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,182350.0,0.02
P47T_hogar,q25,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,319820.0,0.02
P47T_hogar,q75,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,800080.0,0.02
P47T_hogar,q90,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,1136320.0,0.02
P47T_persona,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,145060.0,0.02
P47T_persona,median,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,79600.0,0.02
P47T_persona,q10,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,234990.0,0.02
P47T_persona,q90,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,372450.0,0.02
Pobreza,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,0.2332,0.02
Pobreza,sum,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,78400.0,0.02
Total,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,1.0,0.02
Total,sum,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,336200.0,0.02
gap_indigencia,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,485520.0,0.02
gap_indigencia,median,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,391580.0,0.02
gap_pobreza,mean,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,292080.0,0.02
gap_pobreza,median,PAGLO,2015-05-15,2023-10-29 05:05:12.426155,True,38,208940.0,0.02
CBA,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,150690.0,0.02
CBA,median,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,138970.0,0.02
CBT,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,341030.0,0.02
CBT,median,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,314510.0,0.02
CB_EQUIV,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,3.925,0.02
CB_EQUIV,median,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,3.62,0.02
Indigencia,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,0.0817,0.02
Indigencia,sum,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,27500.0,0.02
P47T_hogar,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,531060.0,0.02
P47T_hogar,median,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,443710.0,0.02
P47T_hogar,q10,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,154220.0,0.02
P47T_hogar,q25,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,274630.0,0.02
P47T_hogar,q75,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,689090.0,0.02
P47T_hogar,q90,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,996860.0,0.02
P47T_persona,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,127920.0,0.02
P47T_persona,median,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,56350.0,0.02
P47T_persona,q10,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,219300.0,0.02
P47T_persona,q90,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,331940.0,0.02
Pobreza,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,0.3358,0.02
Pobreza,sum,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,112950.0,0.02
Total,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,1.0,0.02
Total,sum,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,336400.0,0.02
gap_indigencia,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,380370.0,0.02
gap_indigencia,median,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,291430.0,0.02
gap_pobreza,mean,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,190020.0,0.02
gap_pobreza,median,PAGLO,2016-05-15,2023-10-29 05:11:43.998108,True,38,116510.0,0.02
CBA,mean,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,152730.0,0.02
CBA,median,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,140850.0,0.02
CBT,mean,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,341600.0,0.02
CBT,median,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,315030.0,0.02
CB_EQUIV,mean,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,3.925,0.02
CB_EQUIV,median,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,3.62,0.02
Indigencia,mean,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,0.0792,0.02
Indigencia,sum,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,26650.0,0.02
P47T_hogar,mean,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,645990.0,0.02
P47T_hogar,median,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,525840.0,0.02
P47T_hogar,q10,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,158860.0,0.02
P47T_hogar,q25,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,305140.0,0.02
P47T_hogar,q75,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,849050.0,0.02
P47T_hogar,q90,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,1246970.0,0.02
P47T_persona,mean,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,152900.0,0.02
P47T_persona,median,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,66210.0,0.02
P47T_persona,q10,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,240460.0,0.02
P47T_persona,q90,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,399090.0,0.02
Pobreza,mean,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,0.2573,0.02
Pobreza,sum,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,86550.0,0.02
Total,mean,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,1.0,0.02
Total,sum,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,336400.0,0.02
gap_indigencia,mean,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,493260.0,0.02
gap_indigencia,median,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,384490.0,0.02
gap_pobreza,mean,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,304390.0,0.02
gap_pobreza,median,PAGLO,2016-08-15,2023-10-29 05:18:19.076422,True,38,208855.0,0.02
CBA,mean,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,150710.0,0.02
CBA,median,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,138990.0,0.02
CBT,mean,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,337100.0,0.02
CBT,median,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,310880.0,0.02
CB_EQUIV,mean,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,3.925,0.02
CB_EQUIV,median,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,3.62,0.02
Indigencia,mean,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,0.0676,0.02
Indigencia,sum,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,22750.0,0.02
P47T_hogar,mean,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,583680.0,0.02
P47T_hogar,median,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,503600.0,0.02
P47T_hogar,q10,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,170030.0,0.02
P47T_hogar,q25,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,302730.0,0.02
P47T_hogar,q75,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,772240.0,0.02
P47T_hogar,q90,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,1114490.0,0.02
P47T_persona,mean,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,138400.0,0.02
P47T_persona,median,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,76020.0,0.02
P47T_persona,q10,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,224410.0,0.02
P47T_persona,q90,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,381130.0,0.02
Pobreza,mean,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,0.26,0.02
Pobreza,sum,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,87450.0,0.02
Total,mean,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,1.0,0.02
Total,sum,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,336400.0,0.02
gap_indigencia,mean,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,432970.0,0.02
gap_indigencia,median,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,362590.0,0.02
gap_pobreza,mean,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,246590.0,0.02
gap_pobreza,median,PAGLO,2016-11-15,2023-10-29 05:24:59.596510,True,38,181795.0,0.02
CBA,mean,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,157370.0,0.02
CBA,median,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,135620.0,0.02
CBT,mean,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,354070.0,0.02
CBT,median,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,305140.0,0.02
CB_EQUIV,mean,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,4.177,0.02
CB_EQUIV,median,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,3.6,0.02
Indigencia,mean,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,0.0524,0.02
Indigencia,sum,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,18100.0,0.02
P47T_hogar,mean,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,723380.0,0.02
P47T_hogar,median,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,572930.0,0.02
P47T_hogar,q10,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,199540.0,0.02
P47T_hogar,q25,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,343460.0,0.02
P47T_hogar,q75,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,880200.0,0.02
P47T_hogar,q90,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,1243610.0,0.02
P47T_persona,mean,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,159180.0,0.02
P47T_persona,median,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,83360.0,0.02
P47T_persona,q10,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,0.0,0.02
P47T_persona,q75,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,263670.0,0.02
P47T_persona,q90,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,427640.0,0.02
Pobreza,mean,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,0.208,0.02
Pobreza,sum,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,71800.0,0.02
Total,mean,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,1.0,0.02
Total,sum,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,345200.0,0.02
gap_indigencia,mean,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,566010.0,0.02
gap_indigencia,median,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,429660.0,0.02
gap_pobreza,mean,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,369300.0,0.02
gap_pobreza,median,PAGLO,2017-02-15,2023-10-29 05:31:55.328125,True,38,252280.0,0.02
CBA,mean,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,157240.0,0.02
CBA,median,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,135510.0,0.02
CBT,mean,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,357450.0,0.02
CBT,median,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,308060.0,0.02
CB_EQUIV,mean,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,4.177,0.02
CB_EQUIV,median,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,3.6,0.02
Indigencia,mean,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,0.0558,0.02
Indigencia,sum,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,19250.0,0.02
P47T_hogar,mean,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,642750.0,0.02
P47T_hogar,median,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,506030.0,0.02
P47T_hogar,q10,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,171480.0,0.02
P47T_hogar,q25,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,290320.0,0.02
P47T_hogar,q75,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,742000.0,0.02
P47T_hogar,q90,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,1105670.0,0.02
P47T_persona,mean,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,138860.0,0.02
P47T_persona,median,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,67750.0,0.02
P47T_persona,q10,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,0.0,0.02
P47T_persona,q25,PAGLO,2017-05-15,2023-10-29 05:38:54.093468,True,38,0.0,0.02
